ClientID,TipClient,Consum_kWh,DataCitire
12356,Casnic,36.92,2025-05-27
12360,Casnic,36.92,2025-06-02
12350,Casnic,36.82,2025-05-31
12345,Casnic,36.79,2025-05-05
12349,Casnic,36.76,2025-06-16
12356,Casnic,36.73,2025-05-24
12359,Casnic,36.61,2025-05-30
12350,Casnic,36.61,2025-05-30
12359,Casnic,36.53,2025-06-02
12346,Casnic,36.44,2025-05-15
12342,Casnic,36.06,2025-06-03
12344,Casnic,36.03,2025-06-17
12348,Casnic,35.98,2025-05-06
12342,Casnic,35.82,2025-05-09
12347,Casnic,35.8,2025-06-23
12353,Casnic,35.77,2025-06-25
12355,Casnic,35.63,2025-06-30
12354,Casnic,35.26,2025-05-03
12347,Casnic,35.2,2025-06-26
12359,Casnic,35.17,2025-05-21
12352,Casnic,35.03,2025-05-12
12343,Casnic,34.83,2025-06-24
12343,Casnic,34.62,2025-06-14
12347,Casnic,34.47,2025-06-09
12356,Casnic,34.3,2025-06-01
12358,Casnic,34.2,2025-11-06
12352,Casnic,33.88,2025-05-10
12352,Casnic,33.72,2025-06-19
12347,Casnic,33.72,2025-05-18
12342,Casnic,33.54,2025-05-20
12350,Casnic,33.5,2025-05-04
12350,Casnic,33.2,2025-10-06
12356,Casnic,33.12,2025-05-24
12359,Casnic,32.85,2025-05-31
12348,Casnic,32.75,2025-06-09
12342,Casnic,32.7,2025-06-10
12341,Casnic,32.67,2025-02-06
12351,Casnic,32.61,2025-06-19
12340,Casnic,32.19,2025-06-26
12344,Casnic,32.1,2025-06-16
12360,Casnic,32.05,2025-02-05
12357,Casnic,32.05,2025-06-05
12345,Casnic,31.94,2025-06-17
12342,Casnic,31.74,2025-06-03
12340,Casnic,31.49,2025-05-12
12355,Casnic,31.37,2025-06-14
12351,Casnic,31.35,2025-04-06
12357,Casnic,31.29,2025-05-05
12350,Casnic,31.2,2025-05-22
12343,Casnic,30.98,2025-06-23
12356,Casnic,30.9,2025-08-06
12350,Casnic,30.89,2025-06-24
12345,Casnic,30.69,2025-06-06
12355,Casnic,30.66,2025-05-06
12340,Casnic,30.46,2025-06-29
12352,Casnic,30.43,2025-06-23
12358,Casnic,30.42,2025-05-28
12350,Casnic,30.34,2025-09-05
12357,Casnic,30.27,2025-05-28
12344,Casnic,30.1,2025-05-25
12352,Casnic,29.97,2025-06-04
12356,Casnic,29.97,2025-05-31
12345,Casnic,29.94,2025-06-23
12356,Casnic,29.72,2025-06-24
12360,Casnic,29.62,2025-05-05
12358,Casnic,29.59,2025-05-22
12350,Casnic,29.57,2025-06-14
12360,Casnic,29.34,2025-05-01
12352,Casnic,29.17,2025-06-02
12350,Casnic,28.84,2025-05-30
12345,Casnic,28.81,2025-05-20
12340,Casnic,28.79,2025-06-11
12359,Casnic,28.66,2025-06-20
12345,Casnic,28.41,2025-06-06
12351,Casnic,28.33,2025-11-05
12354,Casnic,28.22,2025-06-11
12360,Casnic,28.1,2025-06-24
12352,Casnic,28.02,2025-05-28
12352,Casnic,27.92,2025-06-11
12351,Casnic,27.72,2025-05-07
12359,Casnic,27.58,2025-05-05
12359,Casnic,27.54,2025-05-27
12358,Casnic,27.47,2025-06-27
12349,Casnic,27.44,2025-06-24
12359,Casnic,26.86,2025-05-20
12346,Casnic,26.79,2025-06-30
12345,Casnic,26.7,2025-06-14
12359,Casnic,26.69,2025-06-06
12341,Casnic,26.5,2025-06-04
12346,Casnic,26.29,2025-05-01
12343,Casnic,26.11,2025-06-11
12360,Casnic,26.06,2025-05-14
12346,Casnic,26.01,2025-05-06
12353,Casnic,25.98,2025-05-29
12346,Casnic,25.9,2025-05-27
12348,Casnic,25.86,2025-05-31
12347,Casnic,25.8,2025-05-16
12353,Casnic,25.78,2025-05-14
12359,Casnic,25.59,2025-05-14
12357,Casnic,25.48,2025-06-23
12346,Casnic,25.38,2025-05-14
12341,Casnic,25.35,2025-06-28
12343,Casnic,25.34,2025-05-05
12355,Casnic,25.08,2025-06-23
12343,Casnic,24.87,2025-06-04
12345,Casnic,24.82,2025-05-26
12346,Casnic,24.67,2025-06-27
12342,Casnic,24.61,2025-05-03
12344,Casnic,24.54,2025-05-31
12348,Casnic,24.41,2025-06-08
12350,Casnic,24.36,2025-05-14
12345,Casnic,24.27,2025-05-17
12359,Casnic,24.06,2025-05-18
12345,Casnic,23.87,2025-06-27
12348,Casnic,23.82,2025-06-08
12352,Casnic,23.47,2025-01-06
12346,Casnic,23.46,2025-05-18
12346,Casnic,23.45,2025-06-29
12349,Casnic,23.38,2025-05-15
12348,Casnic,23.38,2025-06-17
12341,Casnic,23.32,2025-06-04
12354,Casnic,23.25,2025-06-24
12360,Casnic,23.11,2025-05-21
12348,Casnic,23.07,2025-05-05
12347,Casnic,23.0,2025-05-18
12355,Casnic,22.99,2025-05-30
12354,Casnic,22.92,2025-06-01
12357,Casnic,22.86,2025-05-31
12340,Casnic,22.67,2025-06-26
12342,Casnic,22.56,2025-06-11
12349,Casnic,22.31,2025-05-12
12358,Casnic,22.2,2025-05-23
12348,Casnic,22.13,2025-06-16
12345,Casnic,22.04,2025-06-15
12349,Casnic,22.04,2025-06-17
12358,Casnic,21.99,2025-05-23
12360,Casnic,21.93,2025-05-22
12360,Casnic,21.63,2025-05-08
12342,Casnic,21.54,2025-12-05
12343,Casnic,21.5,2025-05-24
12359,Casnic,21.42,2025-09-06
12358,Casnic,21.35,2025-06-26
12340,Casnic,21.24,2025-06-21
12340,Casnic,21.09,2025-03-06
12348,Casnic,20.97,2025-06-05
12348,Casnic,20.84,2025-06-17
12359,Casnic,20.61,2025-05-18
12346,Casnic,20.53,2025-06-30
12359,Casnic,20.47,2025-06-13
12360,Casnic,20.47,2025-05-03
12351,Casnic,20.42,2025-05-15
12348,Casnic,20.34,2025-06-30
12353,Casnic,20.06,2025-05-23
12359,Casnic,19.95,2025-10-05
12352,Casnic,19.88,2025-05-16
12352,Casnic,19.49,2025-05-01
12357,Casnic,19.46,2025-05-26
12347,Casnic,19.4,2025-06-12
12358,Casnic,19.39,2025-05-26
12347,Casnic,19.19,2025-06-13
12351,Casnic,19.19,2025-05-12
12351,Casnic,19.17,2025-06-07
12357,Casnic,19.06,2025-06-28
12346,Casnic,18.91,2025-07-05
12352,Casnic,18.87,2025-05-03
12352,Casnic,18.77,2025-04-06
12346,Casnic,18.77,2025-06-26
12343,Casnic,18.74,2025-06-01
12341,Casnic,18.65,2025-06-06
12359,Casnic,18.31,2025-05-02
12354,Casnic,18.23,2025-05-15
12349,Casnic,17.89,2025-06-26
12351,Casnic,17.79,2025-06-13
12340,Casnic,17.69,2025-05-13
12350,Casnic,17.66,2025-05-09
12341,Casnic,17.33,2025-05-30
12350,Casnic,17.28,2025-06-19
12343,Casnic,17.28,2025-05-24
12350,Casnic,17.2,2025-05-06
12347,Casnic,17.18,2025-05-10
12348,Casnic,17.17,2025-05-05
12347,Casnic,17.07,2025-05-03
12356,Casnic,17.04,2025-06-29
12340,Casnic,16.95,2025-05-16
12360,Casnic,16.93,2025-06-28
12345,Casnic,16.82,2025-06-16
12346,Casnic,16.77,2025-05-06
12345,Casnic,16.65,2025-06-28
12353,Casnic,16.62,2025-05-06
12360,Casnic,16.5,2025-05-06
12355,Casnic,16.36,2025-05-26
12355,Casnic,15.98,2025-05-26
12349,Casnic,15.81,2025-06-07
12347,Casnic,15.28,2025-05-08
12360,Casnic,15.18,2025-06-27
12360,Casnic,15.18,2025-06-17
12357,Casnic,15.04,2025-05-17
12356,Casnic,15.01,2025-05-25
12358,Casnic,14.95,2025-05-26
12359,Casnic,14.82,2025-06-25
12356,Casnic,14.81,2025-05-23
12351,Casnic,14.71,2025-05-28
12360,Casnic,14.52,2025-05-17
12348,Casnic,14.32,2025-05-20
12345,Casnic,14.32,2025-05-26
12345,Casnic,14.27,2025-06-25
12357,Casnic,14.25,2025-05-31
12358,Casnic,14.2,2025-06-24
12340,Casnic,13.88,2025-06-20
12348,Casnic,13.85,2025-05-29
12357,Casnic,13.83,2025-06-03
12356,Casnic,13.78,2025-05-01
12345,Casnic,13.75,2025-06-02
12353,Casnic,13.7,2025-06-09
12356,Casnic,13.7,2025-05-05
12345,Casnic,13.57,2025-05-26
12341,Casnic,13.55,2025-06-27
12359,Casnic,13.29,2025-05-16
12354,Casnic,13.09,2025-05-02
12354,Casnic,12.72,2025-05-26
12340,Casnic,12.65,2025-05-27
12357,Casnic,12.6,2025-06-22
12360,Casnic,12.58,2025-06-27
12345,Casnic,12.58,2025-05-31
12359,Casnic,12.23,2025-06-05
12352,Casnic,12.15,2025-05-18
12346,Casnic,12.09,2025-05-13
12357,Casnic,11.66,2025-06-24
12356,Casnic,11.63,2025-05-06
12347,Casnic,11.61,2025-06-06
12340,Casnic,11.48,2025-05-19
12354,Casnic,11.43,2025-05-16
12359,Casnic,11.42,2025-12-06
12349,Casnic,11.19,2025-05-25
12341,Casnic,11.16,2025-06-20
12356,Casnic,11.13,2025-06-26
12356,Casnic,11.06,2025-06-26
12351,Casnic,10.88,2025-06-13
12350,Casnic,10.78,2025-06-25
12340,Casnic,10.21,2025-06-12
12356,Casnic,10.03,2025-05-25
